Data ID,Sentences,Turk Label
CA-TGA-00000047,"THE WALL OF SEPARATION DOCTRINE In <President Jefferson> wrote a letter to a group of Baptists in Danbury, Connecticut in which <he> declared that it was the purpose of the First Amendment to build a wall of separation between Church and State, and in Reynolds v. United States, the first Anti Mormon Case, Chief Justice Waite, speaking for the unanimous Court, characterized this as almost an authoritative declaration of the scope and effect of the amendment, one which left Congress free to reach actions which were in violation of social duties or subversive of good order.",0
CA-TGA-00000428,"But it will be enough for the purposes of this general survey to deal with bilateral contracts, where there are undertakings on both sides, and where the condition implied in favor of <one party> is that the other shall make good what <he> on <his> part has undertaken.",0
CA-TGA-00001177,"The Committee, said Madison, has gone through the bill without making any provision respecting the tenure by which <the comptroller> is to hold <his> office.",0
CA-TGA-00000431,"But notwithstanding this fact, the average public <Mind Reader>, in spite of <his> sensational additions, generally gives <his> audience enough of the real thing to render <his> performance of sufficient scientific interest to make it worthy of attendance by the earnest student of the subject.",1
CA-TGA-00000961,"<Mr Samuel Wagner of York, Pa.>, has recently communicated to me a very original and exceedingly ingenious theory of <his> own, which <he> thinks will account for all the facts without admitting that the Queen Bee has any special knowledge or will on the subject.",0
CA-TGA-00001438,"This I have repeatedly witnessed in my observing hives, and admired the sagacity of <the queen> in economizing <her> necessary work after this fashion, instead of laboriously depositing the eggs in cells where they are not wanted.",0
CA-TGA-00000086,"However, mandamus proceedings to compel <a State official> to perform a plain or ministerial duty which admits of no discretion are not suits against the State since <the official> is regarded as acting in <his> individual capacity in failing to act according to law.",1
CA-TGA-00000297,"A serious objection to natural swarming, is the discouraging fact that the bees often refuse to swarm at all, and <the Apiarian> finds it impossible to multiply <his> colonies with any certainty or rapidity, even although <he> may find <himself> in all respects favorably situated for the cultivation of bees, and may be exceedingly anxious to engage in the business on a much more extensive scale.",1
CA-TGA-00001259,"The license was withheld on the premise that a conscientious belief in nonviolence to the extent that <the believer> would not use force to prevent wrong, no matter how aggravated, made it impossible for <him> to swear in good faith to support the State Constitution.",1
CA-TGA-00000082,"When <a person> is charged with more than one crime, the right to a speedy trial does not require that <he> be first tried on the earliest indictment; no constitutional right is violated by removing <him> to another jurisdiction for trial on a later indictment.",1
CA-TGA-00000749,"In either supposition, it is certainly desirable that <the Executive> should be in a situation to dare to act <his> own opinion with vigor and decision.",0
CA-TGA-00000307,"A truer declaration <he> could not have made, but I believe that the bee keeper felt, notwithstanding, that <he> had been imposed upon, as outrageously, as a poor man would be, who after paying a quack a large sum of money for an infallible, life preserving secret, should be turned off with the truism that the secret of living forever, was to keep well",1
CA-TGA-00001517,"When a condition is broken, <the person> entitled to insist on it may do so if <he> chooses; but <he> may, if <he> prefers, elect to keep the contract on foot.",1
CA-TGA-00000061,"Likewise, the Court has held that the general interest of <a citizen> in having the government administered by law does not give <him> a standing to contest the validity of governmental action.",0
CA-TGA-00001303,"The personal presence of <the accused>, from the beginning to the end of a trial for felony, involving life or liberty, as well as at the time final judgment is rendered against <him>, may be, and must be assumed to be, vital to the proper conduct of <his> defence, and cannot be dispensed with.",1
CA-TGA-00001492,"Unless my act is of a nature to threaten others, unless under the circumstances a prudent man would have foreseen the possibility of harm, it is no more justifiable to make me indemnify <my neighbor> against the consequences, than to make me do the same thing if I had fallen upon <him> in a fit, or to compel me to insure <him> against lightning.",0
CA-TGA-00001237,"<The ignorant or careless bee keeper> is informed of the ravages which are going on in such a hive, only when <its> ruin is fully completed, and a cloud of winged pests issues from <it>, to destroy if they can, the rest of <his> stocks.",0
CA-TGA-00000041,The action of prison officials in suppressing <a prisoner 's> appeal documents during the statutory period for appeal constitutes a denial of equal protection by refusing <him> privileges of appeal that were available to others.,1
CA-TGA-00000511,<Experience> has shown that <she> hesitates to break it.,1
CA-TGA-00001124,"Such operations are never necessary; and a skillful Apiarian will, by availing himself of the principles laid down in this Treatise, both easily and safely do everything that is at all desirable, even to the driving of a powerful colony from an old box hive.",0
CA-TGA-00001170,The charge is that <a legislative committee> brought the weight of <its> authority down on respondent for exercising <his> right of free speech.,1
CA-TGA-00000467,"Consequently the owner of <a slave> had the same right to seize and repossess <him> in another State, as the local laws of <his> own State conferred upon <him>, and a State law which penalized such seizure was held unconstitutional.",1
CA-TGA-00000937,"<Lord Holt 's> famous opinion in the latter case quotes largely from the Roman law as it filtered to <him> through Bracton; but, whatever influence that may have had upon <his> general views, the point decided and the distinctions touching common carriers were of English growth.",0
CA-TGA-00000908,"Justice Jackson, joined by Justices Frankfurter and Roberts, dissented on the ground that <the accused> not only denied that the protracted questioning had the effect of forcing an involuntary confession from <him> but that <he> had ever confessed at all, a contention which reputable witnesses contradicted.",0
CA-TGA-00000800,"In the same way, <a merchant> shall be spared <his> merchandise, and a husbandman the implements of <his> husbandry, if they fall upon the mercy of a royal court.",1
CA-TGA-00000505,"Every farmer and <gardener> must cultivate <his> crops and fight the weeds which are always crowding out the plants <he> is trying to raise, and in this fight <he> is helped by a great many birds of various kinds.",1
CA-TGA-00000288,<A Scout farmer> may have <her> chief interest in rearing animals but <she> should know something about the main business of the farmer which is tilling the soil.,1
CA-TGA-00000266,"<A Girl Scout> thinks for <herself>, and knowing the Health Laws, <she> knows the important things to consider in caring for children :",0
CA-TGA-00000490,"Earlier, such actions had rested upon the common law, which was fairly uniform throughout the States, so that there was usually little discrepancy between the law under which the plaintiff from another jurisdiction brought his action lex loci and the law under which the defendant responded lex fori.",0
CA-TGA-00001235,"The hives are lighter and more compact, than when made of doubled wood, and can be more easily moved, while <the Apiarian> can gratify <his> rational curiosity, and inspect at all times, the condition of <his> stocks.",0
CA-TGA-00000601,"I submitted a portion of the royal jelly for analysis, to <Dr. Charles M. Wetherill, of Philadelphia>; a very interesting account of <his> examination may be found in the proceedings of the Phila.",0
CA-TGA-00000670,"If <the defendant> lighted an ordinary fire in a fireplace in an adjoining house, having no knowledge that the fireplace was unsafely constructed, <the court> would probably rule that <he> was not liable.",0
CA-TGA-00000022,"; so also as to brooms sent in quantity for the fulfillment of a number of orders, and subject to rejection by <the purchaser> if deemed by <him> not up to sample.",0
CA-TGA-00000165,"<Nor> can <he> rightfully complain because the statute renders conclusive, after said hearing, the determination as to apportionment by the same body which levied the assessment.",0
CA-TGA-00001458,This will enable <the recipient> to direct <his> reply.,1
CA-TGA-00000873,"It runs highways and railroads through old family places in spite of the owner's protest, paying in this instance the market value, to be sure, because no civilized government sacrifices <the citizen> more than it can help, but still sacrificing <his> will and <his> welfare to that of the rest.",0
CA-TGA-00000343,"<An American citizen>, it continued, owes allegiance to the United States wherever <he> may reside, and dual nationality does not alter the situation.",1
CA-TGA-00001418,Therefore he must not touch <the unfortunate victim> unless <his> own body is thoroughly insulated.,0
CA-TGA-00000607,"If <a depositor> withdraws <his> money before the day when interest is due, <he> forfeits the interest.",1
CA-TGA-00000299,"<A slave 's> possession was <<his> owner 's> possession on the practical ground of <the owner 's> power over <him>, and from the fact that <the slave> had no standing before the law.",1
CA-TGA-00000432,"But notwithstanding this per totam curiam, <the defendant> shall be charged on <his> general receipt at York, according to Southcote's Case.",1
CA-TGA-00001559,With a little practice in observation you can tell pretty accurately <a man 's> character from <his> dress.,0
CA-TGA-00001099,"So, if <a person> wishes a license to do business of a particular kind, or at a particular place, such as keeping a hotel or a restaurant, or selling liquors, or cigars, or clothes, <he> has only to pay the amount required by law and go into the business.",1
CA-TGA-00001269,The mitigation does not come from the fact that <the defendant> was beside <himself> with rage.,0
CA-TGA-00001233,<The highly prosperous condition of <his> colonies> is attested by the Report of the Secretary of the Annual Apiarian Convention which met in <his> vicinity last spring.,1
CA-TGA-00000173,<A bankrupt> is not deprived of <his> constitutional right not to testify against <himself> by an order requiring <him> to surrender <his> books to a duly authorized receiver.,1
CA-TGA-00001029,<One to whom an offer> is made has a right to assume that it remains open according to its terms until <he> has actual notice to the contrary.,1
CA-TGA-00001189,"<The defendant> confessed the delivery, and set up <he> was robbed of the goods by J.S.",0
CA-TGA-00001519,"When <a leader> is shouting an order or message to a scout who is some way off, the scout, if <he> hears what is being said, should hold up <his> hand level with <his> head all the time.",1
CA-TGA-00001345,"The recognition of <God> as the ruling and leading power in the universe, and the grateful acknowledgement of <His> favors and blessings is necessary to the best type of citizenship and is a wholesome thing in the education of the growing boy.",1
CA-TGA-00000918,"Knowledge that the act which causes death will probably cause the death of, or grievous bodily harm to, some person, whether such person is the person actually killed or not, although such knowledge is accompanied by indifference whether death or grievous bodily harm is caused or not, or by a wish that it may not be caused; c. An intent to commit any felony whatever; d. <An> intent to oppose by force any officer of justice on <his> way to, in, or returning from the execution of the duty of arresting, keeping in custody, or imprisoning any person whom <he> is lawfully entitled to arrest, keep in custody, or imprison, or the duty of keeping the peace or dispersing an unlawful assembly, provided that the offender has notice that the person killed is such an officer so employed.",1
CA-TGA-00001388,"The treatment for dog bite is therefore as follows: Immediate . Send for <a physician>, telling <him> the reason.",1
CA-TGA-00000993,"Not only did the Court take judicial notice of the demands for relief arising from the depression when it overturned prior holdings and sustained minimum wage legislation, but in upholding State legislation designed to protect workers in their efforts to organize and bargain collectively, the Court virtually had to exclude from consideration <the employer 's> contention that such legislation interfered with <his> liberty of contract in contravention of the due process clause and to exalt as a fundamental right the correlative liberty of employees, which right the State legislatures were declared to be competent to protect against interference from private sources.",1
CA-TGA-00000685,"If the liability of <a master> for the torts of <his> servant had hitherto been recognized by the courts as the decaying remnant of an obsolete institution, it would not be surprising to find it confined to the cases settled by ancient precedent.",1
CA-TGA-00000821,It added: Nor do we think <the accused> was compelled to incriminate <himself>.,0
CA-TGA-00000851,"It is now a matter of course that <the buyer> stands in the shoes of the seller, or, in the language of an old law book, that the assign is in a manner quasi successor to <his> assignor.",1
CA-TGA-00000669,"If <the defendant> knew a present fact the other party's intent, which, according to common experience, made it likely that <his> act would have the harmful consequence, <he> is chargeable, whether <he> in fact foresaw the consequence or not.",1
CA-TGA-00001122,"<Such> is the instinctive hatred of the queen to <her> own kind, that it does not seem to me probable, that <she> is intrusted with even the initiatory steps for securing a race of successors.",0
CA-TGA-00000132,"To permit a man to excuse conduct in violation of law on the ground of religious belief would be to make the professed doctrines of religious belief superior to the law of the land, and in effect to permit <every citizen> to become a law unto <himself>.",1
CA-TGA-00000707,"If there is not room to do this, bend <the patient> over with <his> head between the knees until sufficient blood has returned to the brain to restore consciousness.",1
CA-TGA-00000062,"See in this connection the cases cited by <Justice Sutherland> in <his> opinion for the Court in Phillips Petroleum Co. v. Jenkins, U.S. .",0
CA-TGA-00001351,"The rule already prevailed, which has been borrowed and adopted by the English statutes and by our own act of Congress of according to which <the owner> is discharged from responsibility for wrongful acts of a master appointed by <himself> upon surrendering <his> interest in the vessel and the freight which she had earned.",1
CA-TGA-00000571,How much work is to be done?,0
CA-TGA-00001501,"We have made <the scout> an expert in Life craft as well as Wood craft, for <he> is trained in the things of the heart as well as head and hand.",1
CA-TGA-00001101,"Some Apiarians have supposed that <the queen bee> has the power to regulate the development of eggs in <her> ovaries, so that few or many are produced, according to the necessities of the colony.",0
CA-TGA-00000399,"<Before> giving directions for feeding bees when a rapid increase of colonies is aimed at, I shall first show in what manner the bee keeper may feed <his> weak swarms in the Spring.",0
CA-TGA-00000969,<Neither> can force nor influence a person to go to or to remain away from church against <his> will or force <him> to profess a belief or disbelief in any religion.,1
CA-TGA-00000203,In Debs v. <United States> <he> referred to the natural and intended effect and probable effect of the condemned speech straight common law.,0
CA-TGA-00000224,Compass: Every scout should learn how to use his watch as a compass.,1
CA-TGA-00000975,"<Nevertheless>, in <his> narrower sphere <he> unquestionably represents the person of <his> ancestor.",0
CA-TGA-00001407,There is a story of <a Greek god who had only one lock of hair> upon <his> forehead.,0
CA-TGA-00000549,"He who shall be successful in devising the means of ridding the bee world of this destructive and merciless pest, will richly deserve to be crowned <King Bee>, in perpetuity, to be entitled to a never fading wreath of budding honey flowers, from sweetly breathing fields, all murmuring with bees, to be privileged to use, during <his> natural life, night tapers from their waxen thighs, best wax candles, two to the pound",0
CA-TGA-00001459,"This will entitle <the purchaser> to use and construct for <his> own use on <his> own premises, as many hives as <he> chooses.",0
CA-TGA-00000928,"Letter of Attorney General McReynolds to the Secretary to <the President>, dated August stating that it would be incompatible with the public interest to send to the Senate in response to its resolution, reports made to the Attorney General by <his> associates regarding violations of law by the Standard Oil Co. Letter of Attorney General Gregory to the President of the Senate, dated February declining to comply with a resolution of the Senate requesting the Attorney General to report to the Senate <his> findings and conclusions in the investigation of the smelting industry.",0
CA-TGA-00001146,"<The ancestor> did not get any right, because <he> did not use the way long enough.",0
CA-TGA-00000372,"ARTIFICIAL RESPIRATION If <the apparently drowned person> is to be saved, no time must be lost in the rescue from the water or in getting the water out of <him>, and breathing re established after <he> is brought to land.",1
CA-TGA-00000641,"If it be said they might sometimes gratify him by an acquiescence in a favorite choice, when public motives might dictate a different conduct, I answer, that the instances in which <the President> could be personally interested in the result, would be too few to admit of <his> being materially affected by the compliances of the Senate.",0
CA-TGA-00000487,"<Each scout> then in turn whispers to the umpire which man, made the original track describing <him> by <his> number in filing past.",0
CA-TGA-00000314,"<Admiral Farragut> is reported as giving this explanation, in the late years of <his> life, of <his> success in the service of <his> country It was all owing to a resolution that <I> formed when <I> was ten years old.",0
CA-TGA-00000210,"The application of duress being indisputed, a unanimous Court, in Lee v. Mississippi, citing as authority all the preceding cases beginning with Brown v. Mississippi, held that a conviction resulting from such use of a coerced confession, however, is no less void because <the accused> testified at some point in the proceeding that <he> had never in fact confessed, voluntarily or involuntarily.",0
CA-TGA-00000199,"That record included only the indictment, the judgment on the plea of guilty to a charge of murder, the minute entry bearing on the sentence, and the sentence, together with a lengthy recital in the judgment to the effect that when <the defendant> expressed a desire to plead guilty the Court explained to <him> the consequence of such plea, <his> rights in the premises, especially, <his> rights to have a lawyer appointed to defend <him> and to be tried before a jury, and the degree of proof required for an acquittal under a not guilty plea, but that <the defendant> persisted in <his> plea of guilty.",0
CA-TGA-00000254,<A Captain> may perform this ceremony or <she> may ask some higher Scout officer to do so.,1
CA-TGA-00000530,"Furthermore, as formerly <the defendant 's> public calling had the same effect as an assumpsit for the purpose of charging <him> in tort, it seems now to have been thought an equally good substitute for a special promise, in order to charge <him> in assumpsit.",1
CA-TGA-00000915,<Know> how the principal officers in <his> town or city are elected and for what terms.,1
CA-TGA-00000771,"In Solesbee v. Balkcom, U.S., the Court declined to intervene in case coming up from Georgia in which appellant, claiming that he had become insane following conviction and sentence of death, sought a postponement of execution from the governor of the State.",0
CA-TGA-00001530,When <one> must use well water let <him> note the surrounding drainage.,1
CA-TGA-00001069,"<Runaway Horses> The method for checking a horse running away is not to run out and wave your arm in front of <him>, as this will only cause <him> to dodge to one side and to run faster, but to try to run alongside the vehicle with one hand on the shaft to prevent yourself from falling, seizing the reins with the other hand and dragging the horse's head toward you.",1
CA-TGA-00001010,"On the contrary, its concrete rules, as well as the general questions addressed to the jury, show that <the defendant> must have had at least a fair chance of avoiding the infliction of harm before <he> becomes answerable for such a consequence of <his> conduct.",1
CA-TGA-00000306,A title to real estate held without conditions by <a person> in <his> own right.,1
CA-TGA-00000468,"Conversely as to the benefit of warranties made to <a deceased grantee>, <his> heir was the only person interested to enforce such warranties, because the land descended to <him>.",1
CA-TGA-00001123,"Such is the passion of bees for storing away honey, that large supplies of it will always most seriously interfere with breeding, unless the bees are sufficiently numerous to build new comb in which <the queen> can find room for <her> eggs.",0
CA-TGA-00001363,"The Senate may suggest conditions and limitations to <the President>, but it cannot vary those submitted by <him>, for no appointment can be made except on <his> nomination, agreed to without qualification or alteration.",1
CA-TGA-00000232,"See his Views of the President of the United States on the Subject of Internal Improvements, of May Richardson, Messages and Papers of the Presidents ,",0
CA-TGA-00001379,"The thirty sixth chapter of the ancient text provides that, if <a man> is killed by a domestic animal, the owner of the animal shall pay half the composition which <he> would have had to pay to buy off the blood feud had <he> killed <the man <himself>>, and for the other half give up the beast to the complainant.",1
CA-TGA-00001163,<The bright Girl Scout> will keep <her> eyes open to see how foods are taken care of in the house; which foods must be kept in the cellar; which ones must be stored on the shelves of dry closets; which ones come in sealed parcels; which in paper bags; which in boxes; which in barrels.,0
CA-TGA-00001197,"The doctrine of estate in office was countenanced by <Chief Justice Marshall> in <his> opinion in Marbury v. Madison, Cr.",0
CA-TGA-00000966,<Nature> reserves <her> choicest beauties and secrets for those who know how to conquer all difficulties.,0
CA-TGA-00000235,Stalking . <A Guide> has to be sharp at seeing things if <she> is going to be any good as a Guide.,1
CA-TGA-00000158,"If <an accused> takes the stand in <his> own behalf, <he> must submit to cross examination; while if <he> does not, it is by no means certain that the trial judge in a federal court may not, without violation of the clause, draw the jury's attention to the fact.",1
CA-TGA-00000445,"But, having the money for a paid up policy, could not <the young man>, without any expense for clerk hire or rent, invest it, and reinvest it with the interest, as long as <he> lived, and thus make by insuring <himself>?",0
CA-TGA-00000112,Thus Congress was within its powers in vesting the Secretary of War with power to determine whether a structure of any nature in or over a navigable stream is an obstruction to navigation and to order its abatement if he so finds.,0
CA-TGA-00000128,"And to implement such prohibition, <a State> has the power to declare that places where liquor is manufactured or kept shall be deemed common nuisances; and even to subject an innocent owner to the forfeiture of <his> property for the acts of a wrongdoer.",1
CA-TGA-00001115,"<Subsequently A> is sued by B in their home State, and offers the judgment, which <he> has in the meantime paid, in defense.",1
CA-TGA-00000169,"In collecting personal income taxes, however, most States require employers to deduct and withhold the tax from the wages of only nonresident employees; but the duty thereby imposed on <the employer> has never been viewed as depriving <him> of property without due process of law, nor has the adjustment of <his> system of accounting and paying salaries which withholding entails been viewed as an unreasonable regulation of the conduct of <his> business.",1
CA-TGA-00000362,"And, therefore, each generation as it comes and goes must rise or fall in proportion as it raises or lowers the citizenship standard, for <each generation> must prove <its> own worth as must each individual <his> own virtues.",1
CA-TGA-00001247,The later law required that <the heir> should be mentioned if <he> was to be held.,1
CA-TGA-00001004,"Of course some of the public may prefer to accept this erroneous theory, but we wish to say here positively that if <any person> will honestly investigate for <himself>, and will learn to make the demonstrations personally, <he> or she will soon discover that muscle reading has nothing to do with the genuine phenomena.",1
CA-TGA-00001047,Perhaps it is only the truth to say that the war showed our country what we could <Be Prepared> to do for <her>,1
CA-TGA-00001022,"<One> is that <he> lives in doors for the greater part of the time, and the other is that <he> must attend school, which is pretty largely a matter of sitting still.",0
CA-TGA-00001522,"When <a man sues>, the question is not whether <he> has had a cause of action in the past, but whether <he> has one then.",0
CA-TGA-00001169,The change was simply a device to allow <the owner> to protect <his> interest.,0
CA-TGA-00000492,"<EDIBLE> WILD PLANTS No one truly knows the woods until <he> can find with certainty a number of wild plants that furnish good food for man in the season when food is scarce; that is, in the winter or early spring.",1
CA-TGA-00001060,Put <the sufferer> on the floor or the ground where <he> cannot hurt <himself> by striking anything.,1
CA-TGA-00001562,"Within the limits prescribed by policy, <the owner> is allowed to exercise <his> natural powers over the subject matter uninterfered with, and is more or less protected in excluding other people from such interference.",1
CA-TGA-00000148,"The indictment charged that in beating to death <a man whom they had just arrested>, these officers had deprived <him> of life without due process of law.",1
CA-TGA-00000680,"If <the head> is quietly lowered, and the face covered with the hands, they will often follow a person for some rods, all the time sounding their war note in <his> ears, taunting <him> for <his> sneaking conduct, and daring <him>, just for one single moment, to look up and allow them to catch but a glimpse of <his> coward face",1
CA-TGA-00001011,"On the contrary, the seven Justices maintained that although a State legislature may prescribe a form of procedure to be observed in the taking of private property for public use, it is not due process of law if provision be not made for compensation The mere form of the proceeding instituted against <the owner>,, cannot convert the process used into due process of law, if the necessary result be to deprive <him> of <his> property without compensation.",1
CA-TGA-00000325,"Against this background the Court in in Edwards v. California, held void a statute which penalized the bringing into that State, or the assisting to bring into it, any nonresident knowing him to be an indigent person.",1
CA-TGA-00000236,"Stand Tall Every Scout should be recognized a long way off, not only by <her> uniform, but by <her> erect carriage.",1
CA-TGA-00000981,"No matter where <a man 's> personal property is placed, the rule is to tax <him> for the whole at the place of <his> usual residence.",1
CA-TGA-00000962,"<Mr Taylor> writes the word accepted, with the date and <his> name across the face of the draft, and if <he> does not pay cash, <he> states in the writing where payment will be made.",0
CA-TGA-00001039,"Other isolated instances like the last might, perhaps, be found in different parts of the law, in which actual malevolence would affect <a man 's> liability for <his> conduct.",1
CA-TGA-00001059,"Punctual feeding makes good digestion, and even if <the baby> takes an extra nap it is better to wake a healthy baby to give <him> <his> meals at regular hours than to let <his> digestion get out of order.",1
CA-TGA-00001338,"The question is, why, if <one man> is not presumed to intend to pay money until <he> has money's worth, the other is presumed to intend to give money's worth before <he> has money.",0
CA-TGA-00000742,"In conclusion, <Justice Black> expresses <his> fears as to the consequences of the Court's practice of substituting its own concepts of decency and fundamental justice for the language of the Bill of Rights In all but one of the remaining cases, the Court sided with [the accused] and supported [his] contention that the confession on which [his] conviction was based had been procured by methods contrary to the requirements of due process.",0
CA-TGA-00001342,"The rations for those who wish to climb to high places must necessarily be condensed, for each <Scout> must carry <her> own rations for two weeks.",1
CA-TGA-00000443,"But, according to the testimony, <the defendant> signed without knowing that <the plaintiff> was to alter <his> position in any way on the faith of the signature, and it was held that, if that story was believed, there was no consideration.",0
CA-TGA-00000760,"In <his> first annual message December, <President Johnson> had asked Congress to prevent any selfish impediment by the States to the free circulation of men and merchandise.",0
CA-TGA-00001030,<One who buys land of another> gets the very same estate which <his> seller had.,1
CA-TGA-00001023,<One of Charlemagne's additions to the Lex Salica> speaks of a freeman who has committed <himself> to the power of another by way of surety.,1
CA-TGA-00001082,Should <a child> be picked up or fed every time <he> cries?,0
CA-TGA-00000661,"If <the archbishop> cannot be present, proceedings shall continue without <him>, provided that if any of the twenty five barons has been involved in a similar suit <himself>, <his> judgement shall be set aside, and someone else chosen and sworn in <his> place, as a substitute for the single occasion, by the rest of the twenty five.",0
CA-TGA-00001521,"When <a man> has a distinct defect of such a nature that all can recognize it as making certain precautions impossible, <he> will not be held answerable for not taking them.",0
CA-TGA-00000603,"I was not only struck with the singularity of finding drones reared in worker cells, but with the equally singular fact that a young Queen, who at first lays only the eggs of workers, should be laying drone eggs at all; and at once conjectured that this was a case of a drone laying, unimpregnated <Queen>, as sufficient time had not elapsed for <her> impregnation to be unnaturally retarded.",0
CA-TGA-00000862,It is well to have a catcher behind <each player> to save <him> if <he> falls.,1
CA-TGA-00000778,"In such cases, also, according to our Supreme Court, <the master> may bind the vessel when <he> cannot bind the general owners.",1
CA-TGA-00000358,"<AND> <she> must also have planted and cultivated a small vegetable garden like the one described in the Handbook, in the Section The Girl Scout's Own Garden OR B.",0
CA-TGA-00000964,<My friend> was sent for to come and take <his> coon out of there forever.,1
CA-TGA-00000932,"Likewise, a Tennessee statute which made the amount of the annual license tax exacted for the privilege of doing railway construction work dependent upon whether <the person> taxed had <his> chief office within or without the State, was found to be incompatible with the comity clause.",1
CA-TGA-00001480,To complete the order <the sender> should sign <his> name in a place indicated for the purpose on the back of the paper.,0
CA-TGA-00000245,"did not prevent <President Lincoln> from promulgating in April, a code of rules to govern the conduct in the field of the armies of the United States which was prepared at <his> instance by a commission headed by Francis Lieber and which later became the basis of all similar codifications both here and abroad.",0
CA-TGA-00000012,"But those extravagances, do not justify penalizing <the speaker> by depriving <him> of the platform or by punishing <him> for <his> conduct.",1
CA-TGA-00000014,"It is open to a friendly government to assert that such is the public status of <the vessel> and to claim <her> immunity from suit, either through diplomatic channels or, if <it> chooses, as a claimant in the courts of the United States.",1
CA-TGA-00000369,<Anyone> may sell postage stamps as <he> would any other personal asset.,1
CA-TGA-00000217,"In the absence of attempts by <Congress> to limit <his> power, <he> may establish and prescribe the jurisdiction and procedure of military commissions, and of tribunals in the nature of such commissions, in territory occupied by Armed Forces of the United States, and <his> authority to do this sometimes survives cessation of hostilities.",1
CA-TGA-00001488,"To this reasoning it has been objected that <the President>, by the influence of the power of nomination, may secure the complaisance of the Senate to <his> views.",0
CA-TGA-00001375,"The Supreme Court has said that the constitutional guarantee of liberty' embraces not only the right of <a person> to be free from physical restraint, but the right to be free in the enjoyment of all <his> faculties . '",1
CA-TGA-00000287,"A right to defeat a just debt by the statute of limitation not being a vested right, such as is protected by the Constitution, accordingly no offense against the Fourteenth Amendment is committed by revival, through an extension or repeal, of an action on an implied obligation to pay <a child> for the use of <her> property, or a suit to recover the purchase price of securities sold in violation of a Blue Sky Law, or a right of an employee to seek, on account of the aggravation of a former injury, an additional award out of a State administered fund.",1
CA-TGA-00001035,"<Only the latter>, in <his> opinion, answered the description of income derived from property; whereas a gain accruing to capital, not a growth or an increment of value in the investment did not.",0
CA-TGA-00000711,"If this barrel of salt is fraudulently sold for a barrel of mackerel, <the buyer> may perhaps elect to take this barrel of salt if <he> chooses, but <he> cannot elect to take another barrel of mackerel.",0
CA-TGA-00001034,"Only landlubbers will try to stand up in a small boat while in motion; and, as for <the man who rocks a boat for fun>, <he> is like the man who didn't know the gun was loaded.",0
CA-TGA-00000357,"And let <every Scout who finds housework dull>, and feels that <she> is capable of bigger things, remember this: the woman whose books for girls are more widely known than any such books ever written in America, had to drop the pen, often and often, for the needle, the dish cloth and the broom.",1
CA-TGA-00001136,"<That the master> has a reward for <his> keeping, and is therefore a proper person to be sued.",1
CA-TGA-00000095,"THE JURISDICTIONAL QUESTION In short, when the subject matter of a suit is merely the determination of <the defendant 's> liability, it is necessary that it should appear from the record that <the defendant> had been brought within the jurisdiction of the court by personal service of process, or <his> voluntary appearance, or that <he> had in some manner authorized the proceeding.",1
CA-TGA-00001261,"<The lion> may hide or creep about or run, just as <he> feels inclined, but whenever the ground is hard or very greasy <he> must drop a few grains of corn every few yards to show the trail.",0
CA-TGA-00000526,"Friendliness: The disposition to make everyone you meet feel at ease, and to be of service to him if possible.",1
CA-TGA-00000698,"If the table is used, you should stand before it, <the Transmitter> in <his> usual place.",0
CA-TGA-00000265,"<A Girl Scout> may be known by the fact that <she> is either working, playing or resting.",1
CA-TGA-00000327,"All day long <he> climbed saying to <himself>, <I> will sleep tonight in the teepee of the sun, and <he> will tell <me> whence <I> come and whither <I> go.",0
CA-TGA-00000240,Another way suggested is to wrap a coat around the left arm and let <the dog> bite it; then with the other hand seize <the dog 's> throat and choke <him>.,0
CA-TGA-00000298,"<A servant> is denied possession, not from any peculiarity of intent with regard to the things in <his> custody, either towards <his> master or other people, by which <he> is distinguished from a depositary, but simply as one of the incidents of <his> status.",1
CA-TGA-00000005,"If a man holds land of the Crown by fee farm', socage', or burgage', and also holds land of someone else for knight's service, we will not have guardianship of his heir, nor of the land that belongs to the other person's fee', by virtue of the fee farm', socage', or burgage', unless the fee farm' owes knight's service.",0
CA-TGA-00001410,"There is none so cunning as <the fox>, but we can trail <him> to <his> lair.",1
CA-TGA-00000534,"Give me the same latitude claimed by such objectors, and I can easily prove that <a man> is under no obligation to receive any of the wonders in the economy of the bee hive, although <<he> is <himself>> an intelligent eye witness that they are all substantial verities.",0
CA-TGA-00000679,"If the former ground is adopted, it admits that <a single person> may sacrifice another to <himself>, and a fortiori that a people may.",1
CA-TGA-00000721,"If you tie the hands of <an insensible person> together with a handkerchief and put <them> over your head, you will find it fairly easy to crawl along the floor dragging <him> with you.",1
CA-TGA-00001412,"There is such a fascination in making the rubbing stick fire that one of my Western cooks, becoming <an expert>, gave up the use of matches for a time and lit <his> morning fire with the fire drill, and, indeed, <he> did not find it much slower than the usual way.",0
CA-TGA-00001590,Footnote corrected spelling of Addystone to Addyston in Addystone Pipe and Steel Co. v. United States Footnote added hyphen in Cooperative in United States v. Rock Royal Cooperative Footnote removed comma after in U.S. Footnote corrected spelling of Untermyer to Untermeyer Footnote added comma after U.S. in Brown v. U.S. Cr.,0
CA-TGA-00001580,"Although the entire camp looks for <the baby>, <she> is not found.",0
